,TLabel,Tweet text processed,Unnamed: 0,Unnamed: 0.1,ZLabel,cashtags,conversation_id,created_at,date,day,geo,has_media,hashtags,hour,id,img_urls,is_replied,is_reply_to,likes,link,links,name,near,nlikes,nreplies,nretweets,parent_tweet_id,place,quote_url,replies,reply_to,reply_to_users,retweet,retweet_date,retweet_id,retweets,screen_name,search,source,text,text_html,timestamp,timestamp_epochs,timezone,trans_dest,trans_src,translate,tweet,tweet_id,tweet_url,user_id,user_id_str,user_rt,user_rt_id,username,video_url,tweet_processed,pred,pred_raw
179,0.0,here is something kejriwal ji's could have done. delhi area: 1484 sq. km. 1 smog tower cleans area: pi×3×3= 28 sq. km. total smog tower required: 1484÷28 = 53. one smog tower cost = 2 crore. total one time cost required to install smog towers throughout delhi = 53×2= 106 crores.,828.0,1019.0,0,[],1.19e+18,1572884912000.0,2019-11-04 16:28:32,1.0,,,[],16.0,1.19e+18,,,,,https://twitter.com/ManojPabrai/status/1191391791104180224,,Dr. Manoj Pabrai https://www.drpabrai.com,,1.0,0.0,0.0,,,,,"[{'user_id': '2577585565', 'username': 'ManojPabrai'}, {'user_id': '56304605', 'username': 'sardesairajdeep'}, {'user_id': '405427035', 'username': 'ArvindKejriwal'}, {'user_id': '18839785', 'username': 'narendramodi'}, {'user_id': '263090427', 'username': 'capt_amarinder'}, {'user_id': '3437532637', 'username': 'myogiadityanath'}, {'user_id': '295833852', 'username': 'mlkhattar'}]",,False,,,,,smog tower,,,,,,UTC,,,,"Here is something Kejriwal ji's could have done. Delhi Area: 1484 sq. Km.
1 Smog Tower cleans area: pi×3×3= 28 sq. Km.
Total Smog Tower required: 1484÷28 = 53.
One Smog Tower cost = 2 Crore.
Total One time Cost required to install Smog Towers throughout Delhi = 53×2= 106 Crores.",,,2577585565,2577585565.0,,,ManojPabrai,,here is something kejriwal ji's could have done. delhi area: 1484 sq. km. 1 smog tower cleans area: pi×3×3= 28 sq. km. total smog tower required: 1484÷28 = 53. one smog tower cost = 2 crore. total one time cost required to install smog towers throughout delhi = 53×2= 106 crores.,0,0.9986456036567688
182,0.0,india's own 'smog tower' may help combat air pollution #startupindia,990.0,1280.0,0,[],1.06e+18,1541315067000.0,2018-11-04 7:04:27,7.0,,,['#startupindia'],7.0,1.06e+18,,,,,https://twitter.com/ZybraApp/status/1058978262410559490,,Zybra,,2.0,0.0,1.0,,,,,"[{'user_id': '3648372732', 'username': 'ZybraApp'}]",,False,,,,,smog tower,,,,,,UTC,,,,India's own 'smog tower' may help combat air pollution  http://bit.ly/2DjRKah  #StartupIndia pic.twitter.com/2GFrVKfe35,,,3648372732,3648372732.0,,,ZybraApp,,india's own 'smog tower' may help combat air pollution #startupindia,0,0.9987384676933289
191,0.0,smog tower of course will be imported from china...🙃,162.0,170.0,0,[],1.22e+18,1579716816000.0,2020-01-22 18:13:36,3.0,,,[],18.0,1.22e+18,,,,,https://twitter.com/priyapyadav18/status/1220046872598892544,,𝘗𝘳𝘪𝘺𝘢 𝘠𝘢𝘥𝘢𝘷,,9.0,2.0,0.0,,,,,"[{'user_id': '3300288798', 'username': 'priyapyadav18'}, {'user_id': '1220280729524822016', 'username': 'Nehr_who'}]",,False,,,,,smog tower,,,,,,UTC,,,,Smog tower of course will be imported from China...🙃,,,3300288798,3300288798.0,,,priyapyadav18,,smog tower of course will be imported from china...🙃,0,0.9976034760475159
193,0.0,is the smog tower gonna contribute to the smog ....,165.0,173.0,0,[],1.22e+18,1579715532000.0,2020-01-22 17:52:12,3.0,,,[],17.0,1.22e+18,,,,,https://twitter.com/JaeyeB/status/1220041485866930176,,JayBee,,0.0,0.0,0.0,,,,,"[{'user_id': '100437076', 'username': 'JaeyeB'}, {'user_id': '112397829', 'username': 'vishj05'}, {'user_id': '85462891', 'username': 'TajinderBagga'}]",,False,,,,,smog tower,,,,,,UTC,,,,Is the Smog tower gonna contribute to the smog ....,,,100437076,100437076.0,,,JaeyeB,,is the smog tower gonna contribute to the smog ....,0,0.9985072016716003
196,0.0,"after much talk about action against air pollution, delhi finally has a smog tower of its own. the tower, installed at the popular lajpat nagar market in the city read more: #solarcompare #airpollution #smog #delhi #gosolar #pv #switchtosolar",231.0,242.0,0,[],1.22e+18,1579235401000.0,2020-01-17 4:30:01,5.0,,,"['#solarcompare', '#airpollution', '#smog', '#delhi', '#gosolar', '#pv', '#switchtosolar']",4.0,1.22e+18,,,,,https://twitter.com/thesolarcompare/status/1218027671243784192,,thesolarcompare,,0.0,0.0,0.0,,,,,"[{'user_id': '1110453930369212416', 'username': 'thesolarcompare'}]",,False,,,,,smog tower,,,,,,UTC,,,,"After much talk about action against air pollution, Delhi finally has a smog tower of its own. The tower, installed at the popular lajpat Nagar market in the city 

Read More:  https://zurl.co/XlEw 
#solarcompare #airpollution #smog #delhi #gosolar #pv #switchtosolar pic.twitter.com/7coF8FLZrB",,,1110453930369212416,1.11e+18,,,thesolarcompare,,"after much talk about action against air pollution, delhi finally has a smog tower of its own. the tower, installed at the popular lajpat nagar market in the city read more: #solarcompare #airpollution #smog #delhi #gosolar #pv #switchtosolar",1,0.9982128143310547
201,0.0,air pollution: following china? delhi may get anti-smog tower by next winter,662.0,747.0,0,[],1.2e+18,1573950546000.0,2019-11-17 0:29:06,7.0,,,[],0.0,1.2e+18,,,,,https://twitter.com/TOICitiesNews/status/1195861384422031360,,TOI Cities,,1.0,0.0,0.0,,,,,"[{'user_id': '30846824', 'username': 'TOICitiesNews'}]",,False,,,,,smog tower,,,,,,UTC,,,,Air pollution: Following China? Delhi may get anti-smog tower by next winter  http://toi.in/NDUwga41 ,,,30846824,30846824.0,,,TOICitiesNews,,air pollution: following china? delhi may get anti-smog tower by next winter,0,0.998723566532135
202,0.0,"request you to please contact to discuss the problem of pollution and installation of smog tower. if this device can really help, it will be a great boon for the people and to our government.",955.0,1221.0,0,[],1.06e+18,1541407764000.0,2018-11-05 8:49:24,1.0,,,[],8.0,1.06e+18,,,,,https://twitter.com/Shahshankparash/status/1059367061309349888,,Shashank,,1.0,1.0,0.0,,,,,"[{'user_id': '1030150107092709376', 'username': 'Shahshankparash'}, {'user_id': '405427035', 'username': 'ArvindKejriwal'}, {'user_id': '30417501', 'username': 'msisodia'}, {'user_id': '3088262505', 'username': 'ImranHussaain'}, {'user_id': '1059236019952738304', 'username': 'PavneetPuri'}]",,False,,,,,smog tower,,,,,,UTC,,,,"@ArvindKejriwal @msisodia @ImranHussaain request you to  please contact @PavneetPuri to discuss the problem of pollution and installation of smog tower. If this device can really help, it will be a great boon for the people and to Our Government.",,,1030150107092709376,1.03e+18,,,Shahshankparash,,"request you to please contact to discuss the problem of pollution and installation of smog tower. if this device can really help, it will be a great boon for the people and to our government.",1,0.9986141920089722
211,0.0,"hahahahaha. firstly does that look like the same woman to you? and secondly bagga was distributing firecrackers against sc ban during diwali, and now he's promising to install a smog tower if he gets elected in delhi. so what even is your point here?",122.0,128.0,0,[],1.22e+18,1579781239000.0,2020-01-23 12:07:19,4.0,,,[],12.0,1.22e+18,,,,,https://twitter.com/ks_NotANiceGirl/status/1220317082274807810,,Just A Citizen,,0.0,2.0,0.0,,,,,"[{'user_id': '146374545', 'username': 'ks_NotANiceGirl'}, {'user_id': '1153382134150647808', 'username': 'bengaluruboy48'}]",,False,,,,,smog tower,,,,,,UTC,,,,"hahahahaha. 
Firstly does that look like the same woman to you? 
And secondly Bagga was distributing firecrackers against SC ban during Diwali, and now he's promising to install a smog tower if he gets elected in Delhi. 
So what even is your point here?",,,146374545,146374545.0,,,ks_NotANiceGirl,,"hahahahaha. firstly does that look like the same woman to you? and secondly bagga was distributing firecrackers against sc ban during diwali, and now he's promising to install a smog tower if he gets elected in delhi. so what even is your point here?",-1,0.9850929379463196
218,0.0,smog tower set up in delhi's lajpat nagar. can giant smog towers help save the capital? gets us more details. #itvideo more videos at,23.0,25.0,0,[],1.23e+18,1582379889000.0,2020-02-22 13:58:09,6.0,,,['#itvideo'],13.0,1.23e+18,,,,,https://twitter.com/IndiaToday/status/1231216609420705794,,IndiaToday,,13.0,4.0,5.0,,,,,"[{'user_id': '19897138', 'username': 'IndiaToday'}, {'user_id': '747038459282395139', 'username': 'Isha_Gupta409'}]",,False,,,,,smog tower,,,,,,UTC,,,,"Smog tower set up in Delhi's Lajpat Nagar. Can giant smog towers help save the capital? @Isha_Gupta409 gets us more details.
#ITVideo
More videos at  https://indiatoday.in/videos  pic.twitter.com/I2BV1PmY29",,,19897138,19897138.0,,,IndiaToday,,smog tower set up in delhi's lajpat nagar. can giant smog towers help save the capital? gets us more details. #itvideo more videos at,0,0.9980641007423401
222,0.0,just wondering: is the beloved #smogtower still functioning? #myrighttobreathe,3.0,3.0,0,[],1.25e+18,1586063207000.0,2020-04-05 5:06:47,7.0,,,"['#smogtower', '#myrighttobreathe']",5.0,1.25e+18,,,,,https://twitter.com/KANAK0409/status/1246665565348888581,,Kanak,,1.0,1.0,0.0,,,,,"[{'user_id': '956702270', 'username': 'KANAK0409'}]",,False,,,,,smog tower,,,,,,UTC,,,,Just wondering: is the beloved #SmogTower still functioning?  #MyRightToBreathe,,,956702270,956702270.0,,,KANAK0409,,just wondering: is the beloved #smogtower still functioning? #myrighttobreathe,0,0.9742306470870972
225,0.0,is delhi's first smog tower a good idea? finds out along with,291.0,304.0,0,[],1.21e+18,1578477551000.0,2020-01-08 9:59:11,3.0,,,[],9.0,1.21e+18,,,,,https://twitter.com/LetMeBreathe_In/status/1214849020142604289,,#LetMeBreathe ™ 😷,,11.0,4.0,3.0,,,,,"[{'user_id': '915990619603869696', 'username': 'LetMeBreathe_In'}, {'user_id': '51430164', 'username': 'Tamseel_h'}, {'user_id': '1059236019952738304', 'username': 'PavneetPuri'}]",,False,,,,,smog tower,,,,,,UTC,,,,Is Delhi's first smog tower a good idea? @tamseel_h finds out along with @pavneetpuri pic.twitter.com/GUE17hNc3F,,,915990619603869696,9.16e+17,,,LetMeBreathe_In,,is delhi's first smog tower a good idea? finds out along with,-1,0.6708500981330872
233,0.0,"business standard news covers installation of outdoor #airpollution controllers by strataenviro pvt ltd. approved by 3 municipal corporations,invented & installed before china #smog tower. …",1011.0,1340.0,0,[],9.66e+17,1519044756000.0,2018-02-19 12:52:36,1.0,,,"['#airpollution', '#smog']",12.0,9.66e+17,,,,,https://twitter.com/Gurpreetk0304/status/965569808350654465,,Gurpreet,,0.0,0.0,0.0,,,,,"[{'user_id': '956407128079589377', 'username': 'Gurpreetk0304'}, {'user_id': '1142013787832299520', 'username': 'ABPNewsTV'}, {'user_id': '461841349', 'username': 'ZeeNews'}, {'user_id': '428333', 'username': 'cnnbrk'}, {'user_id': '6509832', 'username': 'CNNnews18'}]",,False,,,,,smog tower,,,,,,UTC,,,,"Business Standard news covers Installation of outdoor #AirPollution controllers by StrataEnviro Pvt Ltd.  http://www.strataenviro.in 
Approved by 3 Municipal Corporations,Invented & Installed before China #smog Tower.
@abpnewstv @ZeeNews @cnnbrk @CNNnews18
 https://www.facebook.com/strataenviro/posts/2058106217806185?pnref=story …",,,956407128079589377,9.56e+17,,,Gurpreetk0304,,"business standard news covers installation of outdoor #airpollution controllers by strataenviro pvt ltd. approved by 3 municipal corporations,invented & installed before china #smog tower. …",1,0.9913461804389954
246,0.0,delhi gets 1st smog tower today: 5 things about the air purifier at lajpat nagar …,410.0,437.0,0,[],1.21e+18,1578110360000.0,2020-01-04 3:59:20,6.0,,,[],3.0,1.21e+18,,,,,https://twitter.com/Adarsh421/status/1213308909622120448,,Adarsh Kumar,,0.0,0.0,0.0,,,,,"[{'user_id': '523239122', 'username': 'Adarsh421'}]",,False,,,,,smog tower,,,,,,UTC,,,,Delhi gets 1st smog tower today: 5 things about the air purifier at Lajpat Nagar  https://www.hindustantimes.com/delhi-news/delhi-gets-1st-smog-tower-today-5-things-about-the-air-purifier-at-lajpat-nagar/story-jjx9ki6YVqmbvi71pJKSZL.html …,,,523239122,523239122.0,,,Adarsh421,,delhi gets 1st smog tower today: 5 things about the air purifier at lajpat nagar …,0,0.9987629652023315
252,0.0,delhi area: 1484 sq. km. 1 smog tower cleans area: pi×3×3= 28 sq. km. total smog tower required: 1484÷28 = 53. one smog tower cost = 2 crore. total one time cost required to install smog towers throughout delhi = 53×2= 106 crores only... #delhiairemergency #delhincrpollution,883.0,1100.0,0,[],1.19e+18,1572807748000.0,2019-11-03 19:02:28,7.0,,,"['#delhiairemergency', '#delhincrpollution']",19.0,1.19e+18,,,,,https://twitter.com/imsumitrathi/status/1191068142056828928,,Sumit Rathi🇮🇳(#StayHomeStaySafe),,9.0,0.0,7.0,,,,,"[{'user_id': '952159621271048192', 'username': 'imsumitrathi'}]",,False,,,,,smog tower,,,,,,UTC,,,,"Delhi Area: 1484 sq. Km.
1 Smog Tower cleans area: pi×3×3= 28 sq. Km.
Total Smog Tower required: 1484÷28 = 53.
One Smog Tower cost = 2 Crore.
Total One time Cost required to install Smog Towers throughout Delhi = 53×2= 106 Crores Only...
#DelhiAirEmergency
#DelhiNCRPollution",,,952159621271048192,9.52e+17,,,imsumitrathi,,delhi area: 1484 sq. km. 1 smog tower cleans area: pi×3×3= 28 sq. km. total smog tower required: 1484÷28 = 53. one smog tower cost = 2 crore. total one time cost required to install smog towers throughout delhi = 53×2= 106 crores only... #delhiairemergency #delhincrpollution,0,0.9985972046852112
256,0.0,so delhi gets its very own smog tower - via,459.0,496.0,0,[],1.21e+18,1578057505000.0,2020-01-03 13:18:25,5.0,,,[],13.0,1.21e+18,,,,,https://twitter.com/christinedelhi/status/1213087216362123269,,Christine Pemberton,,0.0,0.0,0.0,,,,,"[{'user_id': '24693631', 'username': 'christinedelhi'}, {'user_id': '791635', 'username': 'Shareaholic'}]",,False,,,,,smog tower,,,,,,UTC,,,,So Delhi gets its very own smog tower -  https://go.shr.lc/2MQYdg0  via @shareaholic,,,24693631,24693631.0,,,christinedelhi,,so delhi gets its very own smog tower - via,-1,0.664750874042511
258,0.0,#delhi #smogtower delhi gets 1st smog tower at #lajpatnagar.,463.0,500.0,0,[],1.21e+18,1578056859000.0,2020-01-03 13:07:39,5.0,,,"['#delhi', '#smogtower', '#lajpatnagar']",13.0,1.21e+18,,,,,https://twitter.com/BeingQuestion/status/1213084508875976705,,TheQuestionMark,,2.0,0.0,1.0,,,,,"[{'user_id': '1929895638', 'username': 'BeingQuestion'}]",,False,,,,,smog tower,,,,,,UTC,,,,"#Delhi #smogtower
Delhi gets 1st Smog Tower at #LajpatNagar. pic.twitter.com/fbGvs2tlmr",,,1929895638,1929895638.0,,,BeingQuestion,,#delhi #smogtower delhi gets 1st smog tower at #lajpatnagar.,0,0.9985913634300232
259,0.0,delhi area: 1484 sq. km. 1 smog tower cleans area: pi×3×3= 28 sq. km. total smog tower required: 1484÷28 = 53. one smog tower cost = 2 crore. total one time cost required to install smog towers throughout delhi = 53×2= 106 crores only. #oddevennatak,867.0,1070.0,0,[],1.19e+18,1572862363000.0,2019-11-04 10:12:43,1.0,,,['#oddevennatak'],10.0,1.19e+18,,,,,https://twitter.com/TapanBali/status/1191297213449682944,,Tapan Bali,,0.0,0.0,0.0,,,,,"[{'user_id': '1071760288217616384', 'username': 'TapanBali'}]",,False,,,,,smog tower,,,,,,UTC,,,,"Delhi Area: 1484 sq. Km.

1 Smog Tower cleans area: pi×3×3= 28 sq. Km.

Total Smog Tower required: 1484÷28 = 53.

One Smog Tower cost = 2 Crore.

Total One time Cost required to install Smog Towers throughout Delhi = 53×2= 106 Crores Only.
#OddEvenNatak",,,1071760288217616384,1.07e+18,,,TapanBali,,delhi area: 1484 sq. km. 1 smog tower cleans area: pi×3×3= 28 sq. km. total smog tower required: 1484÷28 = 53. one smog tower cost = 2 crore. total one time cost required to install smog towers throughout delhi = 53×2= 106 crores only. #oddevennatak,0,0.9985764026641846
262,0.0,delhi gets first smog tower today: 5 things about the air purifier at lajpat nagar via … #sportthemask #delpro,372.0,390.0,0,[],1.21e+18,1578153902000.0,2020-01-04 16:05:02,6.0,,,"['#sportthemask', '#delpro']",16.0,1.21e+18,,,,,https://twitter.com/Delpro_India/status/1213491534944854017,,Delpro|Fighting Air Pollution|One mask at a time,,0.0,0.0,0.0,,,,,"[{'user_id': '1170249575614971904', 'username': 'Delpro_India'}, {'user_id': '36327407', 'username': 'htTweets'}]",,False,,,,,smog tower,,,,,,UTC,,,,Delhi gets first smog tower today: 5 things about the air purifier at Lajpat Nagar via @htTweets  https://m.hindustantimes.com/delhi-news/delhi-gets-1st-smog-tower-today-5-things-about-the-air-purifier-at-lajpat-nagar/story-jjx9ki6YVqmbvi71pJKSZL.html … #SportTheMask #Delpro @Delpro_India,,,1170249575614971904,1.17e+18,,,Delpro_India,,delhi gets first smog tower today: 5 things about the air purifier at lajpat nagar via … #sportthemask #delpro,0,0.9987817406654358
263,0.0,delhi area: 1484 sq. km. 1 smog tower cleans area2600+ crores worth one year subsidy drama is very much costlier than long term clean air solution worth just 106 crores -------------- i don't have words but it hurts.,870.0,1075.0,0,[],1.19e+18,1572858281000.0,2019-11-04 9:04:41,1.0,,,[],9.0,1.19e+18,,,,,https://twitter.com/khushalsinghdo1/status/1191280090467856384,,खुशाल सिंह डोबाल,,0.0,1.0,0.0,,,,,"[{'user_id': '3226204723', 'username': 'khushalsinghdo1'}, {'user_id': '459849561', 'username': 'VijayGoelBJP'}]",,False,,,,,smog tower,,,,,,UTC,,,,"Delhi Area: 1484 sq. Km.
1 Smog Tower cleans area2600+ Crores worth One year Subsidy drama  is very much costlier than long term   clean air solution worth just 106 Crores
--------------
I don't have words but it hurts.",,,3226204723,3226204723.0,,,khushalsinghdo1,,delhi area: 1484 sq. km. 1 smog tower cleans area2600+ crores worth one year subsidy drama is very much costlier than long term clean air solution worth just 106 crores -------------- i don't have words but it hurts.,1,0.991165816783905
264,0.0,construction of smog tower begins in #delhi. is this is a viable and holistic solution to the #airpollution menace?,387.0,408.0,0,[],1.21e+18,1578135470000.0,2020-01-04 10:57:50,6.0,,,"['#delhi', '#airpollution']",10.0,1.21e+18,,,,,https://twitter.com/envecologic/status/1213414226041004032,,ENVECOLOGIC,,1.0,0.0,1.0,,,,,"[{'user_id': '634392625', 'username': 'envecologic'}, {'user_id': '706497035508121600', 'username': 'prarthana_delhi'}, {'user_id': '1018871382736764929', 'username': 'MRTB_India'}, {'user_id': '3790538593', 'username': 'mankabTOI'}, {'user_id': '920858307392192513', 'username': 'jai_dhar'}, {'user_id': '19960355', 'username': 'vimlendu'}, {'user_id': '31711965', 'username': 'Brikesh'}]",,False,,,,,smog tower,,,,,,UTC,,,,Construction of smog tower begins in #Delhi. Is this is a viable and holistic solution to the #AirPollution menace? @prarthana_delhi @MRTB_India @mankabTOI @jai_dhar @vimlendu @Brikesh,,,634392625,634392625.0,,,envecologic,,construction of smog tower begins in #delhi. is this is a viable and holistic solution to the #airpollution menace?,-1,0.9848220944404602
268,0.0,delhi gets its first smog tower: what is it and how does it work? … #delhi #gautamgambhir,335.0,349.0,0,[],1.21e+18,1578288900000.0,2020-01-06 5:35:00,1.0,,,"['#delhi', '#gautamgambhir']",5.0,1.21e+18,,,,,https://twitter.com/YahooIndia/status/1214057757717880832,,Yahoo India,,0.0,0.0,0.0,,,,,"[{'user_id': '69506712', 'username': 'YahooIndia'}]",,False,,,,,smog tower,,,,,,UTC,,,,"Delhi gets its first smog tower: What is it and how does it work?

 https://in.news.yahoo.com/delhi-gets-first-smog-tower-115113057.html …
#Delhi #gautamgambhir",,,69506712,69506712.0,,,YahooIndia,,delhi gets its first smog tower: what is it and how does it work? … #delhi #gautamgambhir,0,0.9987640380859375
269,0.0,what is a smog tower?,439.0,472.0,0,[],1.21e+18,1578063323000.0,2020-01-03 14:55:23,5.0,,,[],14.0,1.21e+18,,,,,https://twitter.com/MikarTaz/status/1213111619301101568,,TazMikar,,0.0,0.0,0.0,,,,,"[{'user_id': '1004280341648101376', 'username': 'MikarTaz'}, {'user_id': '2981896706', 'username': 'DevenderYadav_'}, {'user_id': '1163447618099240967', 'username': 'ShwetaAgarval'}, {'user_id': '405427035', 'username': 'ArvindKejriwal'}]",,False,,,,,smog tower,,,,,,UTC,,,,What is a smog tower?,,,1004280341648101376,1e+18,,,MikarTaz,,what is a smog tower?,0,0.9987828135490417
274,0.0,delhi gets a smog tower. cc,333.0,347.0,0,[],1.21e+18,1578302268000.0,2020-01-06 9:17:48,1.0,,,[],9.0,1.21e+18,,,,,https://twitter.com/FatimaSlm/status/1214113829916946432,,Fatima,,0.0,0.0,0.0,,,,,"[{'user_id': '126564506', 'username': 'FatimaSlm'}, {'user_id': '122453931', 'username': 'ImranKhanPTI'}, {'user_id': '1030499496558514176', 'username': 'UsmanAKBuzdar'}, {'user_id': '49312457', 'username': 'aminattock'}]",,False,,,,,smog tower,,,,,,UTC,,,,"Delhi gets a smog tower.

cc @ImranKhanPTI @UsmanAKBuzdar @aminattock pic.twitter.com/vxg0bIHvHv",,,126564506,126564506.0,,,FatimaSlm,,delhi gets a smog tower. cc,0,0.9987510442733765
279,1.0,"#china has built the world's largest air purifier. experimental facility a scaled-down version of a bigger smog tower hope to build in other cities in china. full-sized tower 500 metres high ""powerful enough to purify the air for a small sized city"".",1097.0,1478.0,1,[],9.53e+17,1516166083000.0,2018-01-17 5:14:43,3.0,,,['#china'],5.0,9.53e+17,,,,,https://twitter.com/AlexanderXV/status/953495779070574594,,Alexander Hansen,,0.0,0.0,0.0,,,,,"[{'user_id': '2990876325', 'username': 'AlexanderXV'}]",,False,,,,,smog tower,,,,,,UTC,,,,"#China has built the world's largest Air Purifier. Experimental facility a scaled-down version of a bigger smog tower hope to build in other cities in China. Full-sized tower 500 metres high ""powerful enough to purify the air for a small sized city"".  https://sc.mp/2B3yWGM ",,,2990876325,2990876325.0,,,AlexanderXV,,"#china has built the world's largest air purifier. experimental facility a scaled-down version of a bigger smog tower hope to build in other cities in china. full-sized tower 500 metres high ""powerful enough to purify the air for a small sized city"".",1,0.9498754143714905
285,1.0,"still it’s 296, any benefit of odd even, don’t think so. in today’s time most of the people have 2 cars in home and even if they don’t have they are exchanging with friends....install smog tower... 1 tower cost 2 crore must lesser than your advertisement cost whichyou did lasted",808.0,994.0,1,[],1.19e+18,1572893045000.0,2019-11-04 18:44:05,1.0,,,[],18.0,1.19e+18,,,,,https://twitter.com/singhalnishant5/status/1191425903936409600,,Nishant Singhal,,0.0,0.0,0.0,,,,,"[{'user_id': '101038775', 'username': 'singhalnishant5'}, {'user_id': '405427035', 'username': 'ArvindKejriwal'}]",,False,,,,,smog tower,,,,,,UTC,,,,"Still it’s 296, any benefit of odd even, don’t think so. In today’s time most of the people have 2 cars in home and even if they don’t have they are exchanging with friends....install smog tower... 1 tower cost 2 crore must lesser than your advertisement cost whichyou did lasted  pic.twitter.com/63Ll6qSWVf",,,101038775,101038775.0,,,singhalnishant5,,"still it’s 296, any benefit of odd even, don’t think so. in today’s time most of the people have 2 cars in home and even if they don’t have they are exchanging with friends....install smog tower... 1 tower cost 2 crore must lesser than your advertisement cost whichyou did lasted",-1,0.9943040013313293
286,1.0,adding to your comments why kejriwal ji cannot add smog tower which provide a local solution of clean air in public spaces within delhi.,859.0,1062.0,1,[],1.19e+18,1572867399000.0,2019-11-04 11:36:39,1.0,,,[],11.0,1.19e+18,,,,,https://twitter.com/amit_aaggarwal/status/1191318333594800128,,Amit Aggarwal,,0.0,0.0,0.0,,,,,"[{'user_id': '213635181', 'username': 'amit_aaggarwal'}, {'user_id': '459849561', 'username': 'VijayGoelBJP'}]",,False,,,,,smog tower,,,,,,UTC,,,,Adding to your comments Why Kejriwal ji cannot add SMOG tower which provide a local solution of clean air in public spaces within Delhi.,,,213635181,213635181.0,,,amit_aaggarwal,,adding to your comments why kejriwal ji cannot add smog tower which provide a local solution of clean air in public spaces within delhi.,1,0.9986268281936646
300,1.0,sir please work on to make #anti_smog_tower,903.0,1120.0,1,[],1.14e+18,1559616329000.0,2019-06-04 2:45:29,2.0,,,['#anti_smog_tower'],2.0,1.14e+18,,,,,https://twitter.com/rakesh_rakhecha/status/1135739320185131009,,Rakesh Rakhecha,,0.0,0.0,0.0,,,,,"[{'user_id': '519653458', 'username': 'rakesh_rakhecha'}, {'user_id': '405427035', 'username': 'ArvindKejriwal'}]",,False,,,,,smog tower,,,,,,UTC,,,,"@ArvindKejriwal 
Sir please work on to make #Anti_smog_tower",,,519653458,519653458.0,,,rakesh_rakhecha,,sir please work on to make #anti_smog_tower,1,0.9974533915519714
302,1.0,"india's own 'smog tower' may help combat air pollution kurin systems has recently got the patent for ""world's largest as well as the strongest air purifier"" published by the world intellectual property organization, its co-founder pavneet singh puri said",979.0,1259.0,1,[],1.06e+18,1541344681000.0,2018-11-04 15:18:01,7.0,,,[],15.0,1.06e+18,,,,,https://twitter.com/amritabhinder/status/1059102473292472320,,Amrita Bhinder,,37.0,1.0,21.0,,,,,"[{'user_id': '37396883', 'username': 'amritabhinder'}]",,False,,,,,smog tower,,,,,,UTC,,,,"India's own 'smog tower' may help combat air pollution

Kurin Systems has recently got the patent for ""world's largest as well as the strongest air purifier"" published by the World Intellectual Property Organization, its co-founder Pavneet Singh Puri said

 http://ecoti.in/podB9a ",,,37396883,37396883.0,,,amritabhinder,,"india's own 'smog tower' may help combat air pollution kurin systems has recently got the patent for ""world's largest as well as the strongest air purifier"" published by the world intellectual property organization, its co-founder pavneet singh puri said",1,0.9210222363471985
303,1.0,welcome back sir. i think kurin systems are working on building 'smog tower which will help in combating air pollution' …,910.0,1129.0,1,[],1.09e+18,1548556592000.0,2019-01-27 2:36:32,7.0,,,[],2.0,1.09e+18,,,,,https://twitter.com/_vipina/status/1089351419042254849,,Vipin Aggarwal,,2.0,0.0,0.0,,,,,"[{'user_id': '855737786703372288', 'username': '_vipina'}, {'user_id': '2924521080', 'username': 'davidfrawleyved'}]",,False,,,,,smog tower,,,,,,UTC,,,,"Welcome back Sir. 
I think Kurin Systems are working on building 'Smog Tower which will help in combating air pollution'  https://m.timesofindia.com/city/delhi/indias-own-smog-tower-may-help-combat-air-pollution/articleshow/66509232.cms …",,,855737786703372288,8.56e+17,,,_vipina,,welcome back sir. i think kurin systems are working on building 'smog tower which will help in combating air pollution' …,1,0.9978373646736145
306,1.0,with folded hands 🙏🙏 i request ji ji ji ji to pls consider this for delhi. we r in need of it very badly. india's own 'smog tower' may help combat air pollution …,913.0,1133.0,1,[],1.08e+18,1546349041000.0,2019-01-01 13:24:01,2.0,,,[],13.0,1.08e+18,,,,,https://twitter.com/gsha122/status/1080092279807840256,,Sachin,,0.0,0.0,0.0,,,,,"[{'user_id': '2260388714', 'username': 'gsha122'}, {'user_id': '18839785', 'username': 'narendramodi'}, {'user_id': '405427035', 'username': 'ArvindKejriwal'}, {'user_id': '2541363451', 'username': 'HMOIndia'}, {'user_id': '471741741', 'username': 'PMOIndia'}, {'user_id': '1346439824', 'username': 'rajnathsingh'}, {'user_id': '77732185', 'username': 'drharshvardhan'}]",,False,,,,,smog tower,,,,,,UTC,,,,"With folded hands 🙏🙏 I request @narendramodi ji @ArvindKejriwal ji @HMOIndia @PMOIndia @rajnathsingh ji @drharshvardhan ji to pls consider this for Delhi. We r in need of it very badly. India's own 'smog tower' may help combat air pollution
 https://economictimes.indiatimes.com/small-biz/startups/newsbuzz/indias-own-smog-tower-may-help-combat-air-pollution/articleshow/66496696.cms …",,,2260388714,2260388714.0,,,gsha122,,with folded hands 🙏🙏 i request ji ji ji ji to pls consider this for delhi. we r in need of it very badly. india's own 'smog tower' may help combat air pollution …,0,0.9836946725845337
