,date,tweet_processed,tweet,ZLabel,favorites,geo,hashtags,id,mentions,new,permalink,retweets,username,Lang,Tweet text processed,pred,pred_raw
794,13-11-2019 14:57,do you support #oddeven?,Do you support # OddEven?,0,3.0,,#,1.19e+18,,,https://twitter.com/HashTagCricket/status/1194547235783970816,6.0,HashTagCricket,,do you support #oddeven?,1,0.9993492960929871
0,30-11-2019 07:37,so close to the absurdity called #oddeven. #gandhi #godsebhaktbjp …,So close to the absurdity called # OddEven. # Gandhi # GodseBhaktBJPhttps://twitter.com/dhume/status/1200270753742172161 …,-1,0.0,,# # #,1.2e+18,,,https://twitter.com/iVinita11/status/1200597132505280512,0.0,iVinita11,en,so close to the absurdity called #oddeven. #gandhi #godsebhaktbjp …,0,0.9979789853096008
7,13-11-2019 07:49,"despite odd-even in place, delhi's air quality was severe yet again yesterday... so, the pollution in delhi is nothing to do with odd-even ... what next is in store for the hapless delhiites who are forced to follow diktats like puppets or popats #oddeven","Despite ODD-EVEN in place, Delhi's air quality was SEVERE yet again yesterday... So, the pollution in DELHI is nothing to do with ODD-EVEN ... What next is in store for the hapless DELHIITES who are forced to follow diktats like PUPPETS or POPATS # OddEven pic.twitter.com/bI8toArpc4",-1,39.0,,#,1.19e+18,,,https://twitter.com/yessirtns/status/1194439719645376513,19.0,yessirtns,en,"despite odd-even in place, delhi's air quality was severe yet again yesterday... so, the pollution in delhi is nothing to do with odd-even ... what next is in store for the hapless delhiites who are forced to follow diktats like puppets or popats #oddeven",-1,0.999535322189331
19,04-11-2019 20:39,#oddeven in delhi to improve its air quality is like prescribing half a tablet of 250mg metformin to an individual with an average blood glucose level of 400 mg/dl.,# OddEven in Delhi to improve its air quality is like prescribing half a tablet of 250mg Metformin to an individual with an average blood glucose level of 400 mg/dl.,-1,175.0,,#,1.19e+18,,,https://twitter.com/DoctorLFC/status/1191371900762624000,26.0,DoctorLFC,en,#oddeven in delhi to improve its air quality is like prescribing half a tablet of 250mg metformin to an individual with an average blood glucose level of 400 mg/dl.,0,0.9733527302742004
22,16-11-2019 18:06,"the court said despite #oddeven even scheme, pollution has reached severe levels in #delhi-ncr","The Court said despite # OddEven Even Scheme, pollution has reached severe levels in # Delhi-NCR",-1,0.0,,# #,1.2e+18,,,https://twitter.com/IMSumedhaMittal/status/1195682008879419392,0.0,IMSumedhaMittal,,"the court said despite #oddeven even scheme, pollution has reached severe levels in #delhi-ncr",0,0.9992119073867798
25,14-11-2019 14:04,#oddeven not helping . #delhiairemergency #delhiairpollution #delhiairquality,# OddEven not helping @ ArvindKejriwal . # DelhiAirEmergency # DelhiAirPollution # DelhiAirQuality @ narendramodi @ priyankagandhi @ RahulGandhi @ PrakashJavdekar @ capt_amarinder @ mlkhattarpic.twitter.com/vj9g3wkEjK,-1,0.0,,# # # #,1.19e+18,@ @ @ @ @ @ @,,https://twitter.com/journoprasoon/status/1194896452910112769,0.0,journoprasoon,,#oddeven not helping . #delhiairemergency #delhiairpollution #delhiairquality,-1,0.9996005892753601
30,14-11-2019 21:09,"stubble burning can't be the sole reason for such aqi , there are other factors equally responsible for it, pl. take action agnst polluting & illegal factories, construction activities and no. of vehicles, since #oddeven isn't fruitful now #delhiairemergency","@ ArvindKejriwal stubble burning can't be the sole reason for such AQI , there are other factors equally responsible for it, pl. take action agnst polluting & illegal factories, construction activities and no. of vehicles, since # OddEven isn't fruitful now # DelhiAirEmergency",-1,0.0,,# #,1.2e+18,@,,https://twitter.com/JainNahush/status/1195003399747452928,0.0,JainNahush,,"stubble burning can't be the sole reason for such aqi , there are other factors equally responsible for it, pl. take action agnst polluting & illegal factories, construction activities and no. of vehicles, since #oddeven isn't fruitful now #delhiairemergency",-1,0.9996236562728882
36,15-11-2019 15:05,"for how long will we go through this bandaid #oddeven ? for too long union government has closed its eyes on the root cause of #airpollution . millions are dying. this is the biggest threat to our lives. however, politicians don't care … #delhiairquality","For how long will we go through this bandaid # OddEven ? For too long Union Government has closed its eyes on the root cause of # AirPollution . Millions are dying. This is the biggest threat to our lives. However, politicians don't care https://indianexpress.com/article/india/odd-even-scheme-half-baked-pollution-level-still-on-rise-supreme-court-6121232/ … # DelhiAirQuality",-1,1.0,,# # #,1.2e+18,,,https://twitter.com/indiawilds/status/1195274187515944962,0.0,indiawilds,,"for how long will we go through this bandaid #oddeven ? for too long union government has closed its eyes on the root cause of #airpollution . millions are dying. this is the biggest threat to our lives. however, politicians don't care … #delhiairquality",-1,0.9831891059875488
38,15-11-2019 17:43,"if putting farce schemes like #oddeven is hardwork, then people should make a calculator a cm not -","If putting farce schemes like # OddEven is hardwork, then people should make a CALCULATOR a CM not @ ArvindKejriwal - @ Nehr_wh0pic.twitter.com/oN02yF6XbJ",-1,11.0,,#,1.2e+18,@ @,,https://twitter.com/Strive_4_futr/status/1195313824980537344,0.0,Strive_4_futr,,"if putting farce schemes like #oddeven is hardwork, then people should make a calculator a cm not -",-1,0.9996028542518616
41,15-11-2019 21:47,no need. we want permanent solution. ban the burning of 'parali' in punjab. due to this #oddeven people from other states are facing problem in attending functions. stop it .,No need. We want permanent solution. Ban the burning of 'Parali' in Punjab. Due to this # OddEven people from other states are facing problem in attending functions. Stop it .,-1,0.0,,#,1.2e+18,,,https://twitter.com/VidushiK2/status/1195375382830043136,0.0,VidushiK2,,no need. we want permanent solution. ban the burning of 'parali' in punjab. due to this #oddeven people from other states are facing problem in attending functions. stop it .,-1,0.9771934747695923
54,12-11-2019 15:31,white smoke from 2 wheeler today at ring road crossing defence colony 3:25 pm dl6s ak8366 tons of polluting 2 wheelers #oddeven exemption #delhiairemergency ?,White smoke from 2 wheeler today at ring road crossing defence colony 3:25 pm DL6S AK8366 @ dtptraffic @ TransportDelhi Tons of polluting 2 wheelers # oddeven exemption # DelhiAirEmergency ? @ ArvindKejriwal @ Delhi_Pollutionpic.twitter.com/YBrPTWnSOu,-1,0.0,,# #,1.19e+18,@ @ @ @,,https://twitter.com/MistSunny/status/1194193445549555714,0.0,MistSunny,en,white smoke from 2 wheeler today at ring road crossing defence colony 3:25 pm dl6s ak8366 tons of polluting 2 wheelers #oddeven exemption #delhiairemergency ?,0,0.6462192535400391
56,13-11-2019 13:52,#supremecourt issues notice to govt to show impact of #oddeven kejriwal caught in his own lies,# SupremeCourt issues notice to @ ArvindKejriwal govt to show impact of # OddEven Kejriwal caught in his own lies @ BJP4Delhi @ BJP4India @ ManojTiwariMP @ ShyamSJaju @ KapilMishra_IND @ Punitspeaks @ SharmaKhemchand @ TajinderBagga @ drharshvardhan @ GautamGambhir,-1,0.0,,# #,1.19e+18,@ @ @ @ @ @ @ @ @ @ @,,https://twitter.com/gauaggbjp/status/1194530983309037568,0.0,gauaggbjp,en,#supremecourt issues notice to govt to show impact of #oddeven kejriwal caught in his own lies,0,0.9995414018630981
71,08-11-2019 12:59,can we just stop the #oddeven drive now? weather has cleared up now because of the wind.lets not cause unnecessary hassles to the citizens. pls take this feedback & call this off. otherwise the cm is loosing all goodwill.we need a govt which is dynamic in action.,@ ArvindKejriwal Can we just stop the # OddEven Drive now? Weather has cleared up now because of the wind.Lets not cause unnecessary hassles to the citizens. Pls take this feedback & call this off. Otherwise the CM is loosing all goodwill.We need a govt which is dynamic in action.,-1,1.0,,#,1.19e+18,@,True,https://twitter.com/sand_vaswani/status/1192705640839315456,0.0,sand_vaswani,en,can we just stop the #oddeven drive now? weather has cleared up now because of the wind.lets not cause unnecessary hassles to the citizens. pls take this feedback & call this off. otherwise the cm is loosing all goodwill.we need a govt which is dynamic in action.,1,0.9995197057723999
76,05-11-2019 9:33,and #carindustry must thank #arvindkejriwal for bringing back #oddeven again & again!!,And # CarIndustry must thank # ArvindKejriwal for bringing back # OddEven again & again!!,-1,0.0,,# # #,1.19e+18,,,https://twitter.com/sandeepsahajpal/status/1191566784429580288,0.0,sandeepsahajpal,en,and #carindustry must thank #arvindkejriwal for bringing back #oddeven again & again!!,1,0.9994619488716125
82,04-11-2019 14:04,is pushing delhi in to another chaos by applying this #oddeven 80% of green cess hasn't been used which was just collected to combat this pollution. he is the biggest and only culprit in this whole pollution chaos.,@ ArvindKejriwal is pushing delhi in to another Chaos by applying this # OddEven 80% of green cess hasn't been used which was just collected to combat this pollution. He is the biggest and only culprit in this whole pollution chaos. @ VijayGoelBJP @ BjpTeenaSharma,-1,8.0,,#,1.19e+18,@ @ @,,https://twitter.com/anupamsuneet/status/1191272479370539010,17.0,anupamsuneet,en,is pushing delhi in to another chaos by applying this #oddeven 80% of green cess hasn't been used which was just collected to combat this pollution. he is the biggest and only culprit in this whole pollution chaos.,-1,0.9995057582855225
88,13-11-2019 22:07,"pollution level in #delhi has crossed danger mark, means #oddeven has no role in contolling #delhiairpollution .. so why is cauusing inconvenience to millions of office goers. #delhiairemergency #childrensday","Pollution level in # Delhi has crossed danger mark, means # OddEven has no role in contolling # DelhiAirPollution .. So why @ ArvindKejriwal is cauusing inconvenience to millions of office goers. # DelhiAirEmergency # ChildrensDay @ KapilMishra_INDpic.twitter.com/KkHQsfknlr",-1,2.0,,# # # # #,1.19e+18,@ @,,https://twitter.com/KMShrma/status/1194655485733015555,1.0,KMShrma,en,"pollution level in #delhi has crossed danger mark, means #oddeven has no role in contolling #delhiairpollution .. so why is cauusing inconvenience to millions of office goers. #delhiairemergency #childrensday",-1,0.9996132254600525
89,13-11-2019 21:42,"air quality of #delhincr is worst, need to find final solution. #oddeven is not sufficient #delhiairpollution","Air quality of # DelhiNCR is worst, @ ArvindKejriwal Need to find final solution. # OddEven is not sufficient # DelhiAirPollutionpic.twitter.com/FUZrxLmjBA",-1,1.0,,# # #,1.19e+18,@,,https://twitter.com/arshadzya/status/1194649280067194881,0.0,arshadzya,en,"air quality of #delhincr is worst, need to find final solution. #oddeven is not sufficient #delhiairpollution",-1,0.9995290040969849
93,05-11-2019 16:02,"even supremecourt has said it is a useless scheme.people shd rebel against phony plans of governments.people r harassed by odd-even as they have to hire taxis,for which there s a shortage just wants to show he is doing something.pls stop it #oddeven","Even SupremeCourt has said it is a useless scheme.People shd rebel against phony plans of governments.People r harassed by Odd-Even as they have to hire taxis,for which there s a shortage @ SrBachchan @ ArvindKejriwal just wants to show he is doing something.Pls stop it # OddEven",-1,2.0,,#,1.19e+18,@ @,,https://twitter.com/PentapatiPullar/status/1191664455748182016,1.0,PentapatiPullar,en,"even supremecourt has said it is a useless scheme.people shd rebel against phony plans of governments.people r harassed by odd-even as they have to hire taxis,for which there s a shortage just wants to show he is doing something.pls stop it #oddeven",-1,0.9996001124382019
100,01-11-2019 22:59,"instead of playing politics , we request all the major parties to meet together and find a solution of this. it's a question of life and well-life so no more politics on the life of anyone. #delhichokes #delhipollution #oddeven","Instead of playing politics , we request all the major parties @ AamAadmiParty @ BJP4Delhi @ INCIndia to meet together and find a solution of this. It's a question of life and well-life so no more politics on the life of anyone. # DelhiChokes # DelhiPollution # OddEven",-1,2.0,,# # #,1.19e+18,@ @ @,,https://twitter.com/singh_govind27/status/1190320082431434752,0.0,singh_govind27,,"instead of playing politics , we request all the major parties to meet together and find a solution of this. it's a question of life and well-life so no more politics on the life of anyone. #delhichokes #delhipollution #oddeven",0,0.9975312948226929
105,03-11-2019 14:32,#oddeven this is not a solution.,# OddEven this is not a solution.,-1,0.0,,#,1.19e+18,,,https://twitter.com/Shashan08849950/status/1190917086194761728,0.0,Shashan08849950,,#oddeven this is not a solution.,-1,0.9995917677879333
106,03-11-2019 14:57,a very good talk by where he explained the root cause of not just delhi air quality problem but several other issues. #oddeven is not the solution. we need to address core underlying issues.,A very good talk by @ ShekharGupta where he explained the root cause of not just Delhi air quality problem but several other issues. # OddEven is not the solution. We need to address core underlying issues. https://youtu.be/OAnSS6rdJCA,-1,0.0,,#,1.19e+18,@,,https://twitter.com/AgarVivek/status/1190923462686257153,0.0,AgarVivek,,a very good talk by where he explained the root cause of not just delhi air quality problem but several other issues. #oddeven is not the solution. we need to address core underlying issues.,-1,0.9994097948074341
107,05-11-2019 0:05,don't understand the rationale of applying #oddeven,Don't understand the rationale of applying # OddEven,-1,1.0,,# #,1.19e+18,,,https://twitter.com/i_AbbasMehdi/status/1191423822123003907,0.0,i_AbbasMehdi,en,don't understand the rationale of applying #oddeven,-1,0.5453822612762451
114,04-11-2019 17:59,oddeven is a joke. vehicular emissions is not the major reason for #delhincrpollution govt must take strict action against other main causes of pollution. #oddeven,Oddeven is a joke. Vehicular emissions is not the major reason for # DelhiNCRPollution Govt must take strict action against other main causes of pollution. # OddEven,-1,1.0,,# #,1.19e+18,,,https://twitter.com/Anonymo36714327/status/1191331748614787073,1.0,Anonymo36714327,en,oddeven is a joke. vehicular emissions is not the major reason for #delhincrpollution govt must take strict action against other main causes of pollution. #oddeven,-1,0.9996168613433838
122,02-11-2019 11:48,this #oddeven is going to do very little to improve air quality and is largely just for optics,This # OddEven is going to do very little to improve air quality and is largely just for optics,-1,23.0,,#,1.19e+18,,,https://twitter.com/hemantbuch/status/1190513593126539264,6.0,hemantbuch,,this #oddeven is going to do very little to improve air quality and is largely just for optics,-1,0.9995624423027039
128,03-11-2019 12:40,stop blaming central government. why don't you discuss it with other state government? your #oddeven formula will not help. why don't you discuss it with central government. please we need your actions here,Stop blaming Central Government. Why don't you discuss it with other State Government? Your # OddEven formula will not help. Why don't you discuss it with Central Government. @ narendramodi please we need your actions here,-1,0.0,,#,1.19e+18,@,,https://twitter.com/alpapuri30/status/1190888946491748352,0.0,alpapuri30,,stop blaming central government. why don't you discuss it with other state government? your #oddeven formula will not help. why don't you discuss it with central government. please we need your actions here,-1,0.9995013475418091
133,03-11-2019 11:19,"read this. and stop being obdurate. #oddeven will not solve anything. i repeat, it will not solve anything. just cause problems for people, who instead of the cleaner confines of their cars will now have to struggle with public transport in this horrible air. …","Read this. And stop being obdurate. # OddEven will NOT solve anything. I repeat, it will NOT solve anything. Just cause problems for people, who instead of the cleaner confines of their cars will now have to struggle with public transport in this horrible air. @ ArvindKejriwalhttps://twitter.com/MnshaP/status/1190863842865111040 …",-1,0.0,,#,1.19e+18,@,,https://twitter.com/vishalmathur85/status/1190868588992712704,1.0,vishalmathur85,,"read this. and stop being obdurate. #oddeven will not solve anything. i repeat, it will not solve anything. just cause problems for people, who instead of the cleaner confines of their cars will now have to struggle with public transport in this horrible air. …",-1,0.9996175765991211
134,03-11-2019 11:08,that passing shower is long gone. #airquality remains severe. take care #oddeven won't help #delhiairemergency #delhiairquality #pollutionkills,That passing shower is long gone. # AirQuality remains severe. Take care # OddEven won't help # DelhiAirEmergency # DelhiAirQuality # pollutionkills,-1,2.0,,# # # # #,1.19e+18,,,https://twitter.com/singhshelleyET/status/1190865910455664640,1.0,singhshelleyET,,that passing shower is long gone. #airquality remains severe. take care #oddeven won't help #delhiairemergency #delhiairquality #pollutionkills,-1,0.9993846416473389
140,02-11-2019 22:25,is planning to do a havan to tackle pollution? because #oddeven ain't gonna work.,Is @ ArvindKejriwal planning to do a havan to tackle pollution? Because # OddEven ain't gonna work.,-1,10.0,,#,1.19e+18,@,,https://twitter.com/chirag/status/1190673762175205376,4.0,chirag,,is planning to do a havan to tackle pollution? because #oddeven ain't gonna work.,-1,0.9995941519737244
143,02-11-2019 13:01,fyi #oddeven is fail …,FYI # OddEven is fail https://twitter.com/barkhasingh45/status/1172732929862029312?s=19 …,-1,0.0,,#,1.19e+18,,,https://twitter.com/MalhotraSachin/status/1190531954149482497,0.0,MalhotraSachin,,fyi #oddeven is fail …,-1,0.9995694756507874
156,21-11-2019 11:51,hello? are we going to continue burying our heads in the sand and pretend this #oddeven is a good idea and will save the world? …,"@ ArvindKejriwal, hello? Are we going to continue burying our heads in the sand and pretend this # oddeven is a good idea and will save the world? https://twitter.com/rahulkanwal/status/1197389438210449408 …",-1,0.0,,#,1.2e+18,@,,https://twitter.com/MeherunissaA/status/1197399692100767746,0.0,MeherunissaA,,hello? are we going to continue burying our heads in the sand and pretend this #oddeven is a good idea and will save the world? …,0,0.9975162744522095
169,16-11-2019 19:18,#oddeven is just a stupid aap idea. thank god they didn't blame to god for #delhincrpollution. so #nomoreoddeven,# OddEven is just a stupid AAP idea. Thank god they didn't blame to God for # DelhiNCRPollution. So # nomoreoddeven,-1,0.0,,# # #,1.2e+18,,,https://twitter.com/xavamit/status/1195700275773730816,0.0,xavamit,,#oddeven is just a stupid aap idea. thank god they didn't blame to god for #delhincrpollution. so #nomoreoddeven,-1,0.9996203184127808
171,18-11-2019 16:06,"the real reason for delhi's pollution is burning of crops in the neighborhood states! unless government finds an alternative, the capital will be the center for jokes! odd even rule is just an attention seeker! #oddeven","The real reason for Delhi's pollution is burning of crops in the neighborhood states! Unless government finds an alternative, the capital will be the center for jokes! Odd even rule is just an attention seeker! # OddEven",-1,0.0,,#,1.2e+18,,,https://twitter.com/abhikabad96/status/1196376597932044288,0.0,abhikabad96,,"the real reason for delhi's pollution is burning of crops in the neighborhood states! unless government finds an alternative, the capital will be the center for jokes! odd even rule is just an attention seeker! #oddeven",-1,0.9994617104530334
175,04-11-2019 12:46,"govt is once again at #oddeven nonsense. it's too radical, just like #aap central & punjab/haryana govts must step in & find solution 4 stubble burning for vehicles, let's make exhaust filters compulsry in some areas #oddevendobara","@ AamAadmiParty govt is once again at # OddEven nonsense. It's too radical, just like # AAP Central & Punjab/Haryana govts must step in & find solution 4 stubble burning For vehicles, let's make exhaust filters compulsry in some areas @ ArvindKejriwal @ narendramodi # oddevendobara",-1,0.0,,# # #,1.19e+18,@ @ @,,https://twitter.com/swapnil165/status/1191252848014577664,0.0,swapnil165,en,"govt is once again at #oddeven nonsense. it's too radical, just like #aap central & punjab/haryana govts must step in & find solution 4 stubble burning for vehicles, let's make exhaust filters compulsry in some areas #oddevendobara",-1,0.999614953994751
178,04-11-2019 11:51,"#oddeven it is only giving relief from traffic jam not in terms of pollution control. it can't. these political jokers should have taken some other step prior putting to delhi - ncr people in to this situation. but they won't, until people dies with this severe situations.","# OddEven it is only giving relief from traffic jam not in terms of pollution control. It can't. These political jokers should have taken some other step prior putting to Delhi - NCR people in to this situation. But they won't, until people dies with this severe situations.",-1,0.0,,#,1.19e+18,,,https://twitter.com/Sebigarden/status/1191238946174320641,0.0,Sebigarden,en,"#oddeven it is only giving relief from traffic jam not in terms of pollution control. it can't. these political jokers should have taken some other step prior putting to delhi - ncr people in to this situation. but they won't, until people dies with this severe situations.",-1,0.9994785189628601
181,03-11-2019 16:00,"pollution (pm2.5) increased during both #oddeven schemes, that were brought in by to reduce just 2% of total delhi pollution that is caused by cars, to 1%. but this is india. no one can stop a bad idea whose time has come. #oddeventibara","Pollution (PM2.5) INCREASED during BOTH # OddEven schemes, that were brought in by @ ArvindKejriwal to reduce JUST 2% of total Delhi Pollution that is caused by cars, to 1%. But this is India. NO ONE can stop a bad idea whose time has come. # OddEvenTibarapic.twitter.com/uq9D8xwB3i",-1,0.0,,# #,1.19e+18,@,,https://twitter.com/Toddarmal/status/1190939300822687744,0.0,Toddarmal,,"pollution (pm2.5) increased during both #oddeven schemes, that were brought in by to reduce just 2% of total delhi pollution that is caused by cars, to 1%. but this is india. no one can stop a bad idea whose time has come. #oddeventibara",-1,0.998808741569519
185,05-11-2019 9:13,nice joke. the pollution is gone due to westerly winds not because of #oddeven what a fraud!! #delhiairemergency #airpollution #delhipollution #oddevendobara …,Nice joke. The pollution is gone due to westerly winds not because of # oddeven What a Fraud!! # DelhiAirEmergency # AirPollution # DelhiPollution # OddEvenDobarahttps://twitter.com/ArvindKejriwal/status/1191359921813516289 …,-1,0.0,,# # # # #,1.19e+18,,,https://twitter.com/Anirudh2727/status/1191561714895974400,0.0,Anirudh2727,en,nice joke. the pollution is gone due to westerly winds not because of #oddeven what a fraud!! #delhiairemergency #airpollution #delhipollution #oddevendobara …,-1,0.9995761513710022
191,17-11-2019 14:28,wow clean air in delhi... reason.. #oddeven no.. thank you nature for cleaning delhi air so that we can breath now.. sir please stop this odd even business and do something to stop stubble burning in adjoining states.. people will appreciate your efforts.. ty,Wow clean Air in Delhi... Reason.. # OddEven no.. Thank you Nature for cleaning Delhi Air so that we can breath now.. @ ArvindKejriwal sir please stop this odd even business and do something to stop stubble burning in adjoining states.. People will appreciate your efforts.. TYpic.twitter.com/ILtw1QQYio,-1,0.0,,#,1.2e+18,@,,https://twitter.com/vermayk11/status/1195989474775199744,0.0,vermayk11,,wow clean air in delhi... reason.. #oddeven no.. thank you nature for cleaning delhi air so that we can breath now.. sir please stop this odd even business and do something to stop stubble burning in adjoining states.. people will appreciate your efforts.. ty,1,0.9992115497589111
192,17-11-2019 22:41,"when #oddeven was there. even sun didnt shine. but from past 2 days sun is shining well. wasnt a good idea to implement that. think again if you plan to do it again. dont penalise , then you know.. was it worth or not.","When # oddeven was there. Even sun didnt shine. But from past 2 days sun is shining well. @ ArvindKejriwal wasnt a good idea to implement that. Think again if you plan to do it again. Dont penalise , then you know.. was it worth or not. @ anushnakul",-1,1.0,,#,1.2e+18,@ @,,https://twitter.com/NIKHILDUSEJA5/status/1196113687960002572,1.0,NIKHILDUSEJA5,,"when #oddeven was there. even sun didnt shine. but from past 2 days sun is shining well. wasnt a good idea to implement that. think again if you plan to do it again. dont penalise , then you know.. was it worth or not.",-1,0.9318912029266357
193,18-11-2019 05:31,"pollution (pm2.5) increased during both #oddeven schemes, that were brought in by governments to reduce just 2% of total delhi pollution that is caused by cars, to 1%. but this is india. no one can stop a bad idea whose time has come. #oddeventibara","Pollution (PM2.5) INCREASED during BOTH # OddEven schemes, that were brought in by governments to reduce JUST 2% of total Delhi Pollution that is caused by cars, to 1%. But this is India. NO ONE can stop a bad idea whose time has come. # OddEvenTibarapic.twitter.com/zUwt2WW6bW",-1,0.0,,# #,1.2e+18,,,https://twitter.com/Toddarmal/status/1196216723160088576,0.0,Toddarmal,,"pollution (pm2.5) increased during both #oddeven schemes, that were brought in by governments to reduce just 2% of total delhi pollution that is caused by cars, to 1%. but this is india. no one can stop a bad idea whose time has come. #oddeventibara",-1,0.9989963173866272
195,04-11-2019 12:52,implementation of #oddevendobara formula is like a painkiller for immediate relief but delhi needs a proper line of treatment for the removal of the disease called pollution #oddeven = implementation of failure formula repeatedly need a concrete one #letsuniteagainstpollution,Implementation of # oddevendobara formula is like a painkiller for immediate relief but Delhi needs a proper line of treatment for the removal of the disease called pollution # OddEven = Implementation of failure formula REPEATEDLY Need a CONCRETE ONE # LetsUniteAgainstPollution,-1,1.0,,# # #,1.19e+18,,,https://twitter.com/SushOlwayzkhush/status/1191254347927052288,0.0,SushOlwayzkhush,en,implementation of #oddevendobara formula is like a painkiller for immediate relief but delhi needs a proper line of treatment for the removal of the disease called pollution #oddeven = implementation of failure formula repeatedly need a concrete one #letsuniteagainstpollution,1,0.999016523361206
203,06-11-2019 22:41,"#rt delhi traffic police issued total 406 challans on the third day of #oddeven vehicle scheme, today.","# RT @ ANI: Delhi Traffic Police issued total 406 challans on the third day of # OddEven vehicle scheme, today.",0,0.0,,# #,1.19e+18,@,,https://twitter.com/GabbarSinggg/status/1192127317721698304,0.0,GabbarSinggg,en,"#rt delhi traffic police issued total 406 challans on the third day of #oddeven vehicle scheme, today.",0,0.9996968507766724
204,05-11-2019 20:18,"why do we pay for pollution certificates for our cars stating that they are non polluting, when the delhi govt itself says that we need #oddeven due to pollution caused by the same certified non-polluting vehicles ??","Why do we pay for pollution certificates for our cars stating that they are non polluting, when the delhi govt itself says that we need # OddEven due to pollution caused by the same certified non-polluting vehicles ?? @ SharmaKhemchand @ BJP4Delhi @ VijayGoelBJP @ Gupta_vijender",0,0.0,,#,1.19e+18,@ @ @ @,,https://twitter.com/ashim68/status/1191729052870156288,0.0,ashim68,en,"why do we pay for pollution certificates for our cars stating that they are non polluting, when the delhi govt itself says that we need #oddeven due to pollution caused by the same certified non-polluting vehicles ??",0,0.9770258069038391
205,07-11-2019 1:13,"if i ask question from one party, i became paid comedian of another party and same with the other party too. now thinking to implement #oddeven scheme here also even day pe ruling party se question odd day pe opposition party se question","If I ask question from one party, I became paid comedian of another party and same with the other party too. Now thinking to implement # oddeven scheme here also Even Day pe Ruling party se question Odd day pe opposition party se question",0,89.0,,#,1.19e+18,,,https://twitter.com/appurv_gupta/status/1192165700896346114,2.0,appurv_gupta,en,"if i ask question from one party, i became paid comedian of another party and same with the other party too. now thinking to implement #oddeven scheme here also even day pe ruling party se question odd day pe opposition party se question",0,0.9996987581253052
207,05-11-2019 17:51,saw this car with a fake number plate attached on top of the original on mehrauli gurgaon road trying to evade the odd even rule. it’s a white skoda rapid #oddeven #delhipolice,Saw this car with a fake number plate attached on top of the original on Mehrauli Gurgaon Road trying to evade the odd even rule. It’s a white Skoda Rapid # OddEven # DelhiPolice @ dtptrafficpic.twitter.com/rEZ5GGUKmC,0,2.0,,# #,1.19e+18,@,,https://twitter.com/BSingh0804/status/1191692033863237632,1.0,BSingh0804,en,saw this car with a fake number plate attached on top of the original on mehrauli gurgaon road trying to evade the odd even rule. it’s a white skoda rapid #oddeven #delhipolice,-1,0.9804878830909729
214,13-11-2019 21:57,road tax on cars should be 50% of the cost as we are allowed to drive our cars on alternate days #oddeven #oddevenscheme,Road Tax on cars should be 50% of the cost as we are allowed to drive our cars on alternate days # OddEven @ BJP4Delhi @ rjraunac @ tiwarymanoj @ AamAadmiParty # oddevenscheme,0,5.0,,# #,1.19e+18,@ @ @ @,,https://twitter.com/DhruvDhall/status/1194653056513662976,1.0,DhruvDhall,en,road tax on cars should be 50% of the cost as we are allowed to drive our cars on alternate days #oddeven #oddevenscheme,0,0.9993019104003906
215,04-11-2019 12:35,caution! breathing is injurious to health #onecowork #airpollution #delhincrpollution #delhismog #oddeven #oddevendobara,Caution! Breathing is injurious to health # OneCoWork # AirPollution # DelhiNCRPollution # DelhiSmog # OddEven # oddevendobarapic.twitter.com/e43PbcFwGp,0,0.0,,# # # # # #,1.19e+18,,,https://twitter.com/OneCoWork/status/1191250212641103872,0.0,OneCoWork,en,caution! breathing is injurious to health #onecowork #airpollution #delhincrpollution #delhismog #oddeven #oddevendobara,-1,0.9984084963798523
216,04-11-2019 12:40,can you tell me one effective step taken by central government to combat/minimize pollution or smog in last 5 years??? kejriwal has already surrendered. isn't this responsibly of also central government? #delhiairemergency #oddeven,Can you tell me one effective step taken by Central Government to combat/minimize pollution or smog in last 5 years??? Kejriwal has already surrendered. Isn't this responsibly of also central government? # DelhiAirEmergency # OddEven,0,4.0,,# #,1.19e+18,,,https://twitter.com/pagla_poet/status/1191251410085502977,0.0,pagla_poet,en,can you tell me one effective step taken by central government to combat/minimize pollution or smog in last 5 years??? kejriwal has already surrendered. isn't this responsibly of also central government? #delhiairemergency #oddeven,1,0.9894949793815613
220,05-11-2019 11:10,response of bjp leaders javedkar: “listen to music” dr. vardhan: “eat carrots” vijay goel: “i will intentionally break #oddeven rule”,Response of BJP Leaders Javedkar: “Listen to music” Dr. Vardhan: “Eat Carrots” Vijay Goel: “I will intentionally break # OddEven rule”,0,0.0,,#,1.19e+18,,,https://twitter.com/siddharthnic/status/1191591110159654912,0.0,siddharthnic,en,response of bjp leaders javedkar: “listen to music” dr. vardhan: “eat carrots” vijay goel: “i will intentionally break #oddeven rule”,0,0.998104453086853
